NAME,ID,LEVEL,AREA,CAPITAL
(não definido),,,,
Brasil,0,Brasil,8531507.6,False
Região Norte,1,Regiões,3869637.9,False
Rondônia,11,Estados,238512.80000000005,False
Alta Floresta D'Oeste,1100015,Municípios,7111.8,False
Ariquemes,1100023,Municípios,4995.3,False
Cabixi,1100031,Municípios,1530.7,False
Cacoal,1100049,Municípios,3808.4,False
Cerejeiras,1100056,Municípios,2645.0,False
Colorado do Oeste,1100064,Municípios,1442.4,False
Corumbiara,1100072,Municípios,3079.7,False
Costa Marques,1100080,Municípios,5140.6,False
Espigão D'Oeste,110009,AMC 91-00,4523.8,False
Espigão D'Oeste,1100098,Municípios,4523.8,False
Porto Velho,11001,Microrregiões,65905.9,False
Guajará-Mirim,110010,AMC 91-00,25214.0,False
Guajará-Mirim,1100106,Municípios,25214.0,False
Jaru,1100114,Municípios,2909.6,False
Ji-Paraná,110012,AMC 91-00,6922.5,False
Ji-Paraná,1100122,Municípios,6922.5,False
Machadinho D'Oeste,1100130,Municípios,8556.1,False
Nova Brasilândia D'Oeste,110014,AMC 91-00,1159.9,False
Nova Brasilândia D'Oeste,1100148,Municípios,1159.9,False
Ouro Preto do Oeste,1100155,Municípios,1978.2,False
Pimenta Bueno,1100189,Municípios,6258.0,False
Guajará-Mirim,11002,Microrregiões,41315.6,False
Porto Velho,1100205,Municípios,34209.5,True
Presidente Médici,110025,AMC 91-00,1693.4,False
Presidente Médici,1100254,Municípios,1693.4,False
Rio Crespo,1100262,Municípios,1729.9,False
Rolim de Moura,1100288,Municípios,1487.3,False
Santa Luzia D'Oeste,110029,AMC 91-00,1187.7,False
Santa Luzia D'Oeste,1100296,Municípios,1187.7,False
Ariquemes,11003,Microrregiões,24500.100000000002,False
Vilhena,1100304,Municípios,11411.2,False
São Miguel do Guaporé,1100320,Municípios,7814.9,False
Nova Mamoré,110033,AMC 91-00,10113.4,False
Nova Mamoré,1100338,Municípios,10113.4,False
Alvorada D'Oeste,1100346,Municípios,2982.2,False
Alto Alegre dos Parecis,1100379,Municípios,3952.7,False
Ji-Paraná,11004,Microrregiões,25124.800000000003,False
Alto Paraíso,1100403,Municípios,2658.7,False
Buritis,1100452,Municípios,3286.6,False
Alvorada D'Oeste,11005,Microrregiões,15617.6,False
Novo Horizonte do Oeste,1100502,Municípios,833.5,False
Cacoal,11006,Microrregiões,24681.7,False
Cacaulândia,1100601,Municípios,2010.4,False
Vilhena,11007,Microrregiões,26540.4,False
Campo Novo de Rondônia,1100700,Municípios,3455.9,False
Colorado do Oeste,11008,Microrregiões,14826.699999999999,False
Candeias do Jamari,1100809,Municípios,6867.6,False
Castanheiras,1100908,Municípios,901.2,False
Chupinguaia,1100924,Municípios,5150.7,False
Cujubim,1100940,Municípios,4034.9,False
Madeira-Guaporé,1101,Mesorregiões,107221.5,False
Governador Jorge Teixeira,1101005,Municípios,5091.6,False
Itapuã do Oeste,1101104,Municípios,3938.0,False
Ministro Andreazza,1101203,Municípios,875.3,False
Mirante da Serra,1101302,Municípios,1253.7,False
Monte Negro,1101401,Municípios,1413.4,False
Nova União,1101435,Municípios,804.1,False
Parecis,1101450,Municípios,2558.6,False
Pimenteiras do Oeste,1101468,Municípios,6128.9,False
Primavera de Rondônia,1101476,Municípios,615.4,False
São Felipe D'Oeste,1101484,Municípios,546.5,False
São Francisco do Guaporé,1101492,Municípios,10961.0,False
Seringueiras,1101500,Municípios,3660.6,False
Teixeirópolis,1101559,Municípios,455.8,False
Theobroma,1101609,Municípios,2199.0,False
Urupá,1101708,Municípios,849.7,False
Vale do Anari,1101757,Municípios,3136.3,False
Vale do Paraíso,1101807,Municípios,967.2,False
Leste Rondoniense,1102,Mesorregiões,131291.29999999996,False
AMC2097 001,11AMC2097001,AMC 20-00,238512.80000000005,
AMC4097 001,11AMC4097001,AMC 40-00,238512.80000000005,
AMC6097 001,11AMC6097001,AMC 60-00,238512.80000000005,
AMC7097 001,11AMC7097001,AMC 70-00,238512.80000000005,False
AMC9197 001,11AMC9197001,AMC 91-00,4683.7,False
AMC9197 002,11AMC9197002,AMC 91-00,21369.1,False
AMC9197 003,11AMC9197003,AMC 91-00,27577.1,False
AMC9197 004,11AMC9197004,AMC 91-00,10200.2,False
AMC9197 005,11AMC9197005,AMC 91-00,9290.9,False
AMC9197 006,11AMC9197006,AMC 91-00,80292.59999999999,False
AMC9197 007,11AMC9197007,AMC 91-00,3222.0,False
AMC9197 008,11AMC9197008,AMC 91-00,31062.500000000004,False
Acre,12,Estados,153149.9,False
Acrelândia,1200013,Municípios,1609.7,False
Assis Brasil,120005,AMC 91-00,2884.2,False
Assis Brasil,1200054,Municípios,2884.2,False
Cruzeiro do Sul,12001,Microrregiões,29686.200000000004,False
Brasiléia,1200104,Municípios,4356.4,False
Bujari,1200138,Municípios,3397.9,False
Capixaba,1200179,Municípios,1724.0,False
Tarauacá,12002,Microrregiões,45537.6,False
Cruzeiro do Sul,1200203,Municípios,7881.5,False
Epitaciolândia,1200252,Municípios,1659.3,False
Sena Madureira,12003,Microrregiões,40823.600000000006,False
Feijó,120030,AMC 40-00,22721.6,
Feijó,120030,AMC 60-00,22721.6,
Feijó,120030,AMC 91-00,22721.6,False
Feijó,120030,AMC 70-00,22721.6,False
Feijó,1200302,Municípios,22721.6,False
Jordão,1200328,Municípios,6695.5,False
Mâncio Lima,1200336,Municípios,4692.2,False
Manoel Urbano,1200344,Municípios,9477.2,False
Marechal Thaumaturgo,1200351,Municípios,7700.6,False
Plácido de Castro,1200385,Municípios,2055.6,False
Porto Walter,1200393,Municípios,6093.4,False
Rio Branco,12004,Microrregiões,23479.0,False
Rio Branco,1200401,Municípios,9962.4,True
Rodrigues Alves,1200427,Municípios,3318.5,False
Santa Rosa do Purus,1200435,Municípios,6049.7,False
Senador Guiomard,1200450,Municípios,1806.4,False
Brasiléia,12005,Microrregiões,13623.5,False
Sena Madureira,120050,AMC 91-00,25296.7,False
Sena Madureira,1200500,Municípios,25296.7,False
Tarauacá,1200609,Municípios,16120.5,False
Xapuri,1200708,Municípios,4723.6,False
Porto Acre,1200807,Municípios,2923.0,False
Vale do Juruá,1201,Mesorregiões,75223.8,False
Vale do Acre,1202,Mesorregiões,77926.1,False
AMC2097 001,12AMC2097001,AMC 20-00,29686.200000000004,
AMC2097 002,12AMC2097002,AMC 20-00,77926.1,
AMC2097 003,12AMC2097003,AMC 20-00,45537.6,
AMC4097 001,12AMC4097001,AMC 40-00,29686.200000000004,
AMC4097 002,12AMC4097002,AMC 40-00,77926.1,
AMC4097 003,12AMC4097003,AMC 40-00,22816.0,
AMC6097 001,12AMC6097001,AMC 60-00,29686.200000000004,
AMC6097 002,12AMC6097002,AMC 60-00,77926.1,
AMC6097 003,12AMC6097003,AMC 60-00,22816.0,
AMC7097 001,12AMC7097001,AMC 70-00,29686.200000000004,False
AMC7097 002,12AMC7097002,AMC 70-00,77926.1,False
AMC7097 003,12AMC7097003,AMC 70-00,22816.0,False
AMC9197 001,12AMC9197001,AMC 91-00,29686.200000000004,False
AMC9197 002,12AMC9197002,AMC 91-00,15526.900000000001,False
AMC9197 003,12AMC9197003,AMC 91-00,28746.6,False
AMC9197 004,12AMC9197004,AMC 91-00,5471.700000000001,False
AMC9197 005,12AMC9197005,AMC 91-00,22816.0,False
Amazonas,13,Estados,1577820.2000000004,False
Alvarães,130002,AMC 91-00,5937.9,False
Alvarães,1300029,Municípios,5937.9,False
Amaturá,130006,AMC 91-00,4780.1,False
Amaturá,1300060,Municípios,4780.1,False
Anamã,130008,AMC 91-00,2464.8,False
Anamã,1300086,Municípios,2464.8,False
Rio Negro,13001,Microrregiões,333857.3,False
Anori,130010,AMC 91-00,6274.5,False
Anori,1300102,Municípios,6274.5,False
Apuí,130014,AMC 91-00,54251.0,False
Apuí,1300144,Municípios,54251.0,False
Japurá,13002,Microrregiões,73029.1,False
Atalaia do Norte,130020,AMC 60-00,76687.1,
Atalaia do Norte,130020,AMC 91-00,76687.1,False
Atalaia do Norte,130020,AMC 70-00,76687.1,False
Atalaia do Norte,1300201,Municípios,76687.1,False
Alto Solimões,13003,Microrregiões,214217.8,False
Autazes,130030,AMC 91-00,7632.1,False
Autazes,1300300,Municípios,7632.1,False
Juruá,13004,Microrregiões,122693.5,False
Barcelos,130040,AMC 20-00,123120.9,
Barcelos,130040,AMC 40-00,123120.9,
Barcelos,130040,AMC 60-00,123120.9,
Barcelos,130040,AMC 91-00,123120.9,False
Barcelos,130040,AMC 70-00,123120.9,False
Barcelos,1300409,Municípios,123120.9,False
Tefé,13005,Microrregiões,40038.600000000006,False
Barreirinha,130050,AMC 91-00,5749.8,False
Barreirinha,1300508,Municípios,5749.8,False
Coari,13006,Microrregiões,112082.1,False
Benjamin Constant,130060,AMC 91-00,8742.6,False
Benjamin Constant,1300607,Municípios,8742.6,False
Beruri,130063,AMC 91-00,17326.1,False
Beruri,1300631,Municípios,17326.1,False
Boa Vista do Ramos,130068,AMC 91-00,2598.1,False
Boa Vista do Ramos,1300680,Municípios,2598.1,False
Manaus,13007,Microrregiões,41424.5,False
Boca do Acre,130070,AMC 20-00,22503.6,
Boca do Acre,130070,AMC 40-00,22503.6,
Boca do Acre,130070,AMC 60-00,22503.6,
Boca do Acre,130070,AMC 91-00,22503.6,False
Boca do Acre,130070,AMC 70-00,22503.6,False
Boca do Acre,1300706,Municípios,22503.6,False
Rio Preto da Eva,13008,Microrregiões,31373.5,False
Borba,130080,AMC 91-00,44452.6,False
Borba,1300805,Municípios,44452.6,False
Caapiranga,130083,AMC 91-00,9498.6,False
Caapiranga,1300839,Municípios,9498.6,False
Itacoatiara,13009,Microrregiões,25498.400000000005,False
Canutama,130090,AMC 60-00,29946.5,
Canutama,130090,AMC 91-00,29946.5,False
Canutama,130090,AMC 70-00,29946.5,False
Canutama,1300904,Municípios,29946.5,False
Norte Amazonense,1301,Mesorregiões,406886.4,False
Parintins,13010,Microrregiões,107507.6,False
Carauari,130100,AMC 91-00,25881.2,False
Carauari,1301001,Municípios,25881.2,False
Boca do Acre,13011,Microrregiões,65950.2,False
Careiro,130110,AMC 91-00,6124.3,False
Careiro,1301100,Municípios,6124.3,False
Careiro da Várzea,130115,AMC 91-00,2643.0,False
Careiro da Várzea,1301159,Municípios,2643.0,False
Purus,13012,Microrregiões,188168.2,False
Coari,130120,AMC 20-00,57529.7,
Coari,130120,AMC 40-00,57529.7,
Coari,130120,AMC 60-00,57529.7,
Coari,130120,AMC 91-00,57529.7,False
Coari,130120,AMC 70-00,57529.7,False
Coari,1301209,Municípios,57529.7,False
Madeira,13013,Microrregiões,221979.40000000002,False
Codajás,130130,AMC 91-00,18988.4,False
Codajás,1301308,Municípios,18988.4,False
Eirunepé,130140,AMC 60-00,15946.0,
Eirunepé,130140,AMC 91-00,15946.0,False
Eirunepé,130140,AMC 70-00,15946.0,False
Eirunepé,1301407,Municípios,15946.0,False
Envira,130150,AMC 60-00,13381.1,
Envira,130150,AMC 70-00,13381.1,False
Envira,130150,AMC 91-00,13381.1,False
Envira,1301506,Municípios,13381.1,False
Fonte Boa,130160,AMC 60-00,12165.0,
Fonte Boa,130160,AMC 91-00,12165.0,False
Fonte Boa,130160,AMC 70-00,12165.0,False
Fonte Boa,1301605,Municípios,12165.0,False
Guajará,130165,AMC 91-00,8983.7,False
Guajará,1301654,Municípios,8983.7,False
Humaitá,130170,AMC 60-00,33213.3,
Humaitá,130170,AMC 20-00,33213.3,
Humaitá,130170,AMC 40-00,33213.3,
Humaitá,130170,AMC 91-00,33213.3,False
Humaitá,130170,AMC 70-00,33213.3,False
Humaitá,1301704,Municípios,33213.3,False
Ipixuna,130180,AMC 91-00,13630.7,False
Ipixuna,1301803,Municípios,13630.7,False
Iranduba,130185,AMC 91-00,2213.6,False
Iranduba,1301852,Municípios,2213.6,False
Itacoatiara,130190,AMC 91-00,8949.2,False
Itacoatiara,1301902,Municípios,8949.2,False
Itamarati,130195,AMC 91-00,25385.2,False
Itamarati,1301951,Municípios,25385.2,False
Sudoeste Amazonense,1302,Mesorregiões,336911.3,False
Itapiranga,130200,AMC 91-00,4249.6,False
Itapiranga,1302009,Municípios,4249.6,False
Japurá,130210,AMC 60-00,56042.9,
Japurá,130210,AMC 91-00,56042.9,False
Japurá,130210,AMC 70-00,56042.9,False
Japurá,1302108,Municípios,56042.9,False
Juruá,130220,AMC 60-00,19485.6,
Juruá,130220,AMC 70-00,19485.6,False
Juruá,130220,AMC 91-00,19485.6,False
Juruá,1302207,Municípios,19485.6,False
Jutaí,130230,AMC 60-00,69857.4,
Jutaí,130230,AMC 91-00,69857.4,False
Jutaí,130230,AMC 70-00,69857.4,False
Jutaí,1302306,Municípios,69857.4,False
Lábrea,130240,AMC 60-00,68508.6,
Lábrea,130240,AMC 70-00,68508.6,False
Lábrea,130240,AMC 91-00,68508.6,False
Lábrea,1302405,Municípios,68508.6,False
Manacapuru,130250,AMC 91-00,7367.9,False
Manacapuru,1302504,Municípios,7367.9,False
Manaquiri,130255,AMC 91-00,3985.1,False
Manaquiri,1302553,Municípios,3985.1,False
Manaus,130260,AMC 91-00,11458.5,False
Manaus,1302603,Municípios,11458.5,True
Manicoré,130270,AMC 60-00,48491.2,
Manicoré,130270,AMC 91-00,48491.2,False
Manicoré,130270,AMC 70-00,48491.2,False
Manicoré,1302702,Municípios,48491.2,False
Maraã,130280,AMC 60-00,16986.2,
Maraã,130280,AMC 70-00,16986.2,False
Maraã,130280,AMC 91-00,16986.2,False
Maraã,1302801,Municípios,16986.2,False
Maués,130290,AMC 91-00,40163.8,False
Maués,1302900,Municípios,40163.8,False
Centro Amazonense,1303,Mesorregiões,357924.7,False
Nhamundá,130300,AMC 60-00,14173.5,
Nhamundá,130300,AMC 91-00,14173.5,False
Nhamundá,130300,AMC 70-00,14173.5,False
Nhamundá,1303007,Municípios,14173.5,False
Nova Olinda do Norte,130310,AMC 60-00,5633.0,
Nova Olinda do Norte,130310,AMC 70-00,5633.0,False
Nova Olinda do Norte,130310,AMC 91-00,5633.0,False
Nova Olinda do Norte,1303106,Municípios,5633.0,False
Novo Airão,130320,AMC 91-00,37940.2,False
Novo Airão,1303205,Municípios,37940.2,False
Novo Aripuanã,130330,AMC 91-00,41571.3,False
Novo Aripuanã,1303304,Municípios,41571.3,False
Parintins,130340,AMC 60-00,6004.9,
Parintins,130340,AMC 91-00,6004.9,False
Parintins,130340,AMC 70-00,6004.9,False
Parintins,1303403,Municípios,6004.9,False
Pauini,130350,AMC 60-00,43446.6,
Pauini,130350,AMC 70-00,43446.6,False
Pauini,130350,AMC 91-00,43446.6,False
Pauini,1303502,Municípios,43446.6,False
Presidente Figueiredo,130353,AMC 91-00,25534.5,False
Presidente Figueiredo,1303536,Municípios,25534.5,False
Rio Preto da Eva,130356,AMC 91-00,5839.0,False
Rio Preto da Eva,1303569,Municípios,5839.0,False
Santa Isabel do Rio Negro,130360,AMC 60-00,63127.2,
Santa Isabel do Rio Negro,130360,AMC 91-00,63127.2,False
Santa Isabel do Rio Negro,130360,AMC 70-00,63127.2,False
Santa Isabel do Rio Negro,1303601,Municípios,63127.2,False
Santo Antônio do Içá,130370,AMC 91-00,12363.0,False
Santo Antônio do Içá,1303700,Municípios,12363.0,False
São Gabriel da Cachoeira,130380,AMC 60-00,109669.0,
São Gabriel da Cachoeira,130380,AMC 91-00,109669.0,False
São Gabriel da Cachoeira,130380,AMC 70-00,109669.0,False
São Gabriel da Cachoeira,1303809,Municípios,109669.0,False
São Paulo de Olivença,130390,AMC 91-00,19922.0,False
São Paulo de Olivença,1303908,Municípios,19922.0,False
São Sebastião do Uatumã,130395,AMC 91-00,10788.7,False
São Sebastião do Uatumã,1303957,Municípios,10788.7,False
Sul Amazonense,1304,Mesorregiões,476097.8,False
Silves,130400,AMC 91-00,3747.2,False
Silves,1304005,Municípios,3747.2,False
Tabatinga,130406,AMC 91-00,3239.3,False
Tabatinga,1304062,Municípios,3239.3,False
Tapauá,130410,AMC 91-00,89713.1,False
Tapauá,1304104,Municípios,89713.1,False
Tefé,130420,AMC 91-00,23808.9,False
Tefé,1304203,Municípios,23808.9,False
Tonantins,130423,AMC 91-00,6461.3,False
Tonantins,1304237,Municípios,6461.3,False
Uarini,130426,AMC 91-00,10291.8,False
Uarini,1304260,Municípios,10291.8,False
Urucará,130430,AMC 91-00,28028.8,False
Urucará,1304302,Municípios,28028.8,False
Urucurituba,130440,AMC 91-00,2919.4,False
Urucurituba,1304401,Municípios,2919.4,False
AMC2097 001,13AMC2097001,AMC 20-00,111955.20000000001,
AMC2097 002,13AMC2097002,AMC 20-00,466884.30000000005,
AMC2097 003,13AMC2097003,AMC 20-00,20178.4,
AMC2097 004,13AMC2097004,AMC 20-00,172796.2,
AMC2097 005,13AMC2097005,AMC 20-00,132195.40000000002,
AMC2097 006,13AMC2097006,AMC 20-00,437443.20000000007,
AMC4097 001,13AMC4097001,AMC 40-00,82022.4,
AMC4097 002,13AMC4097002,AMC 40-00,111955.20000000001,
AMC4097 003,13AMC4097003,AMC 40-00,466884.30000000005,
AMC4097 004,13AMC4097004,AMC 40-00,20178.4,
AMC4097 005,13AMC4097005,AMC 40-00,172796.2,
AMC4097 006,13AMC4097006,AMC 40-00,132195.40000000002,
AMC4097 007,13AMC4097007,AMC 40-00,355420.80000000005,
AMC6097 001,13AMC6097001,AMC 60-00,140979.5,
AMC6097 002,13AMC6097002,AMC 60-00,22614.4,
AMC6097 003,13AMC6097003,AMC 60-00,361329.00000000006,
AMC6097 004,13AMC6097004,AMC 60-00,51431.100000000006,
AMC6097 005,13AMC6097005,AMC 60-00,55508.3,
AMC6097 006,13AMC6097006,AMC 60-00,40038.600000000006,
AMC7097 001,13AMC7097001,AMC 70-00,140979.5,False
AMC7097 002,13AMC7097002,AMC 70-00,22614.4,False
AMC7097 003,13AMC7097003,AMC 70-00,361329.00000000006,False
AMC7097 004,13AMC7097004,AMC 70-00,51431.100000000006,False
AMC7097 005,13AMC7097005,AMC 70-00,55508.3,False
AMC7097 006,13AMC7097006,AMC 70-00,40038.600000000006,False
Roraima,14,Estados,225116.1,False
Amajari,1400027,Municípios,28598.4,False
Alto Alegre,140005,AMC 91-00,26109.7,False
Alto Alegre,1400050,Municípios,26109.7,False
Boa Vista,14001,Microrregiões,68483.90000000001,False
Boa Vista,1400100,Municípios,5711.9,True
Bonfim,1400159,Municípios,8131.5,False
Cantá,1400175,Municípios,7691.0,False
Nordeste de Roraima,14002,Microrregiões,30921.100000000002,False
Caracaraí,1400209,Municípios,47623.6,False
Caroebe,1400233,Municípios,12098.5,False
Iracema,1400282,Municípios,14403.9,False
Caracaraí,14003,Microrregiões,74009.0,False
Mucajaí,1400308,Municípios,11981.5,False
Sudeste de Roraima,14004,Microrregiões,51702.1,False
Normandia,1400407,Municípios,7007.9,False
Pacaraima,1400456,Municípios,8063.9,False
Rorainópolis,1400472,Municípios,33745.0,False
São João da Baliza,1400506,Municípios,4324.7,False
São Luiz,1400605,Municípios,1533.9,False
Uiramutã,1400704,Municípios,8090.7,False
Norte de Roraima,1401,Mesorregiões,99405.0,False
Sul de Roraima,1402,Mesorregiões,125711.09999999999,False
AMC1872_1997 001,14AMC1872_1997001,AMC 1872-00,521033.2000000001,
AMC2097 001,14AMC2097001,AMC 20-00,225116.1,
AMC4097 001,14AMC4097001,AMC 40-00,225116.1,
AMC6097 001,14AMC6097001,AMC 60-00,225116.1,
AMC7097 001,14AMC7097001,AMC 70-00,225116.1,False
AMC9197 001,14AMC9197001,AMC 91-00,57472.8,False
AMC9197 002,14AMC9197002,AMC 91-00,89831.5,False
AMC9197 003,14AMC9197003,AMC 91-00,51702.1,False
Pará,15,Estados,1253164.5,False
Área Metropolitana de Belém - Pará,15 ME 01,Área metropolitana,1827.6999999999998,False
Área Metropolitana de Belém,15_ME_01,Estado/RM,0.0,False
Áreas Não Metropolitanas,15_UNME_00,Estado/RM,0.0,False
Óbidos,15001,Microrregiões,156983.6,False
Abaetetuba,150010,AMC 20-00,1613.9,
Abaetetuba,150010,AMC 40-00,1613.9,
Abaetetuba,150010,AMC 60-00,1613.9,
Abaetetuba,150010,AMC 91-00,1613.9,False
Abaetetuba,150010,AMC 70-00,1613.9,False
Abaetetuba,1500107,Municípios,1613.9,False
Abel Figueiredo,1500131,Municípios,616.9,False
Santarém,15002,Microrregiões,94196.2,False
Acará,150020,AMC 91-00,4363.6,False
Acará,1500206,Municípios,4363.6,False
Almeirim,15003,Microrregiões,90788.6,False
Afuá,150030,AMC 20-00,8410.3,
Afuá,150030,AMC 40-00,8410.3,
Afuá,150030,AMC 60-00,8410.3,
Afuá,150030,AMC 91-00,8410.3,False
Afuá,150030,AMC 70-00,8410.3,False
Afuá,1500305,Municípios,8410.3,False
Água Azul do Norte,1500347,Municípios,7658.7,False
Portel,15004,Microrregiões,45298.5,False
Alenquer,1500404,Municípios,24496.8,False
Furos de Breves,15005,Microrregiões,30229.4,False
Almeirim,150050,AMC 20-00,73287.8,
Almeirim,150050,AMC 40-00,73287.8,
Almeirim,150050,AMC 60-00,73287.8,
Almeirim,150050,AMC 70-00,73287.8,False
Almeirim,150050,AMC 91-00,73287.8,False
Almeirim,1500503,Municípios,73287.8,False
Arari,15006,Microrregiões,29079.0,False
Altamira,1500602,Municípios,161445.9,False
Belém,15007,Microrregiões,3143.8999999999996,False
Anajás,150070,AMC 20-00,7022.2,
Anajás,150070,AMC 40-00,7022.2,
Anajás,150070,AMC 60-00,7022.2,
Anajás,150070,AMC 91-00,7022.2,False
Anajás,150070,AMC 70-00,7022.2,False
Anajás,1500701,Municípios,7022.2,False
Castanhal,15008,Microrregiões,3762.4,False
Ananindeua,150080,AMC 70-00,191.4,False
Ananindeua,150080,AMC 91-00,191.4,False
Ananindeua,1500800,Municípios,191.4,False
Anapu,1500859,Municípios,11951.7,False
Salgado,15009,Microrregiões,5812.7,False
Augusto Corrêa,150090,AMC 91-00,889.2,False
Augusto Corrêa,150090,AMC 70-00,889.2,False
Augusto Corrêa,1500909,Municípios,889.2,False
Aurora do Pará,1500958,Municípios,1824.0,False
Baixo Amazonas,1501,Mesorregiões,341968.4,False
Bragantina,15010,Microrregiões,8703.300000000001,False
Aveiro,150100,AMC 91-00,17157.9,False
Aveiro,1501006,Municípios,17157.9,False
Cametá,15011,Microrregiões,16144.600000000002,False
Bagre,150110,AMC 91-00,4417.6,False
Bagre,150110,AMC 70-00,4417.6,False
Bagre,1501105,Municípios,4417.6,False
Tomé-Açu,15012,Microrregiões,24453.3,False
Baião,150120,AMC 60-00,3202.3,
Baião,150120,AMC 70-00,3202.3,False
Baião,150120,AMC 91-00,3202.3,False
Baião,1501204,Municípios,3202.3,False
Bannach,1501253,Municípios,2969.3,False
Guamá,15013,Microrregiões,28439.6,False
Barcarena,150130,AMC 60-00,1316.2,
Barcarena,150130,AMC 91-00,1316.2,False
Barcarena,150130,AMC 70-00,1316.2,False
Barcarena,1501303,Municípios,1316.2,False
Itaituba,15014,Microrregiões,190427.1,False
Belém,150140,AMC 60-00,1070.1,
Belém,150140,AMC 70-00,1070.1,False
Belém,150140,AMC 91-00,1070.1,False
Belém,1501402,Municípios,1070.1,True
Belterra,1501451,Municípios,2640.6,False
Altamira,15015,Microrregiões,227144.30000000002,False
Benevides,1501501,Municípios,177.7,False
Bom Jesus do Tocantins,1501576,Municípios,2828.5,False
Tucuruí,15016,Microrregiões,33087.8,False
Bonito,150160,AMC 91-00,564.8,False
Bonito,150160,AMC 70-00,564.8,False
Bonito,1501600,Municípios,564.8,False
Paragominas,15017,Microrregiões,48478.1,False
Bragança,1501709,Municípios,2344.1,False
Brasil Novo,1501725,Municípios,6396.6,False
Brejo Grande do Araguaia,1501758,Municípios,1162.3,False
Breu Branco,1501782,Municípios,3989.0,False
São Félix do Xingu,15018,Microrregiões,121141.40000000001,False
Breves,150180,AMC 20-00,9600.3,
Breves,150180,AMC 40-00,9600.3,
Breves,150180,AMC 60-00,9600.3,
Breves,150180,AMC 70-00,9600.3,False
Breves,150180,AMC 91-00,9600.3,False
Breves,1501808,Municípios,9600.3,False
Parauapebas,15019,Microrregiões,23156.0,False
Bujaru,150190,AMC 91-00,999.0,False
Bujaru,1501907,Municípios,999.0,False
Cachoeira do Piriá,1501956,Municípios,2410.8,False
Marajó,1502,Mesorregiões,104606.89999999998,False
Marabá,15020,Microrregiões,20008.6,False
Cachoeira do Arari,150200,AMC 20-00,3116.0,
Cachoeira do Arari,150200,AMC 40-00,3116.0,
Cachoeira do Arari,150200,AMC 60-00,3116.0,
Cachoeira do Arari,150200,AMC 91-00,3116.0,False
Cachoeira do Arari,150200,AMC 70-00,3116.0,False
Cachoeira do Arari,1502004,Municípios,3116.0,False
Redenção,15021,Microrregiões,21360.9,False
Cametá,150210,AMC 70-00,3122.0,False
Cametá,150210,AMC 91-00,3122.0,False
Cametá,1502103,Municípios,3122.0,False
Canaã dos Carajás,1502152,Municípios,3161.5,False
Conceição do Araguaia,15022,Microrregiões,31325.2,False
Capanema,150220,AMC 91-00,613.4,False
Capanema,150220,AMC 70-00,613.4,False
Capanema,1502202,Municípios,613.4,False
Capitão Poço,150230,AMC 70-00,2727.0,False
Capitão Poço,150230,AMC 91-00,2727.0,False
Capitão Poço,1502301,Municípios,2727.0,False
Castanhal,150240,AMC 60-00,1029.4,
Castanhal,150240,AMC 91-00,1029.4,False
Castanhal,150240,AMC 70-00,1029.4,False
Castanhal,1502400,Municípios,1029.4,False
Chaves,150250,AMC 70-00,13143.9,False
Chaves,150250,AMC 91-00,13143.9,False
Chaves,1502509,Municípios,13143.9,False
Colares,150260,AMC 91-00,612.5,False
Colares,150260,AMC 70-00,612.5,False
Colares,1502608,Municípios,612.5,False
Conceição do Araguaia,1502707,Municípios,5853.9,False
Concórdia do Pará,150275,AMC 91-00,710.7,False
Concórdia do Pará,1502756,Municípios,710.7,False
Cumaru do Norte,1502764,Municípios,17156.7,False
Curionópolis,1502772,Municípios,2289.1,False
Curralinho,150280,AMC 60-00,3620.2,
Curralinho,150280,AMC 20-00,3620.2,
Curralinho,150280,AMC 40-00,3620.2,
Curralinho,150280,AMC 91-00,3620.2,False
Curralinho,150280,AMC 70-00,3620.2,False
Curralinho,1502806,Municípios,3620.2,False
Curuá,1502855,Municípios,1480.2,False
Curuçá,1502905,Municípios,676.3,False
Dom Eliseu,150293,AMC 91-00,5297.4,False
Dom Eliseu,1502939,Municípios,5297.4,False
Eldorado dos Carajás,1502954,Municípios,2969.5,False
Metropolitana de Belém,1503,Mesorregiões,6906.299999999998,False
Faro,1503002,Municípios,11820.3,False
Floresta do Araguaia,1503044,Municípios,3458.7,False
Garrafão do Norte,150307,AMC 91-00,1799.2,False
Garrafão do Norte,1503077,Municípios,1799.2,False
Goianésia do Pará,1503093,Municípios,6958.8,False
Gurupá,150310,AMC 20-00,8578.2,
Gurupá,150310,AMC 40-00,8578.2,
Gurupá,150310,AMC 60-00,8578.2,
Gurupá,150310,AMC 91-00,8578.2,False
Gurupá,150310,AMC 1872-00,8578.2,
Gurupá,150310,AMC 70-00,8578.2,False
Gurupá,1503101,Municípios,8578.2,False
Igarapé-Açu,150320,AMC 70-00,800.3,False
Igarapé-Açu,150320,AMC 91-00,800.3,False
Igarapé-Açu,1503200,Municípios,800.3,False
Igarapé-Miri,150330,AMC 60-00,2009.7,
Igarapé-Miri,150330,AMC 40-00,2009.7,
Igarapé-Miri,150330,AMC 20-00,2009.7,
Igarapé-Miri,150330,AMC 91-00,2009.7,False
Igarapé-Miri,150330,AMC 70-00,2009.7,False
Igarapé-Miri,1503309,Municípios,2009.7,False
Inhangapi,150340,AMC 60-00,473.2,
Inhangapi,150340,AMC 70-00,473.2,False
Inhangapi,150340,AMC 91-00,473.2,False
